label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
H,0.708681,0.761971,1e-06,0.723462,0.684798,-0.016355,0.771507,0.633886,-0.024138,0.822918,0.629738,-0.032229,0.861669,0.6259,-0.039121,0.798565,0.603143,-0.013774,0.855289,0.586488,-0.032753,0.892253,0.580053,-0.0446,0.92435,0.574685,-0.051714,0.809171,0.65318,-0.017608,0.873888,0.629142,-0.040084,0.914511,0.616166,-0.052372,0.95216,0.604846,-0.05848,0.810167,0.7093,-0.02331,0.854881,0.701501,-0.053188,0.814086,0.704424,-0.04969,0.782708,0.705205,-0.038754,0.803831,0.76471,-0.030255,0.830361,0.748753,-0.053326,0.801271,0.743325,-0.047738,0.777108,0.737859,-0.037822
H,0.708146,0.759537,1e-06,0.724545,0.684876,-0.016118,0.772488,0.636702,-0.023383,0.823441,0.632596,-0.031154,0.86164,0.624175,-0.037678,0.800994,0.603449,-0.010426,0.857161,0.586496,-0.02835,0.894059,0.580649,-0.039511,0.925765,0.575854,-0.045865,0.811663,0.653827,-0.014213,0.875484,0.629196,-0.035367,0.915438,0.616558,-0.047085,0.951828,0.606112,-0.052431,0.812354,0.71004,-0.020109,0.854206,0.699878,-0.049099,0.813574,0.705382,-0.04545,0.783071,0.708587,-0.034093,0.805435,0.765289,-0.027237,0.830903,0.746728,-0.048971,0.801963,0.744478,-0.042466,0.778793,0.742733,-0.031781
H,0.707611,0.761183,1e-06,0.723089,0.681829,-0.013867,0.772445,0.631872,-0.020887,0.824327,0.627303,-0.028484,0.862947,0.623064,-0.034916,0.798341,0.603946,-0.013427,0.855828,0.587922,-0.031404,0.893234,0.582316,-0.042135,0.92551,0.577825,-0.048457,0.808398,0.654944,-0.018366,0.874471,0.629722,-0.039376,0.915348,0.617062,-0.05035,0.952428,0.60659,-0.055739,0.809035,0.712499,-0.024791,0.855938,0.700457,-0.053266,0.816539,0.703144,-0.049037,0.785948,0.704022,-0.037885,0.802747,0.769702,-0.032153,0.832081,0.748725,-0.053449,0.803827,0.743309,-0.046763,0.780318,0.739314,-0.036399
H,0.70849,0.763907,1e-06,0.723065,0.684683,-0.016898,0.772246,0.635499,-0.024351,0.824276,0.632535,-0.032074,0.862826,0.625488,-0.038501,0.80052,0.602658,-0.012001,0.857675,0.587002,-0.030165,0.895078,0.581762,-0.041445,0.927192,0.577458,-0.048181,0.811364,0.654274,-0.015479,0.875598,0.630271,-0.037088,0.915664,0.617741,-0.048961,0.952287,0.606991,-0.054823,0.811905,0.711154,-0.02109,0.857071,0.700135,-0.050647,0.81573,0.704739,-0.046949,0.784435,0.70667,-0.035815,0.804773,0.767141,-0.027994,0.831036,0.747531,-0.050836,0.801926,0.743555,-0.045207,0.778495,0.73948,-0.03525
H,0.707415,0.764049,1e-06,0.723726,0.685741,-0.016514,0.773126,0.635515,-0.024225,0.825209,0.630366,-0.032234,0.863953,0.623002,-0.038957,0.798817,0.603128,-0.013316,0.855849,0.587148,-0.032388,0.893635,0.581575,-0.044431,0.926368,0.577454,-0.051809,0.809042,0.65398,-0.017409,0.873385,0.629192,-0.039798,0.914135,0.616837,-0.052156,0.951827,0.606682,-0.058591,0.809377,0.710767,-0.023508,0.8561,0.7016,-0.053409,0.81527,0.705709,-0.049482,0.783915,0.707293,-0.038399,0.802373,0.766802,-0.030917,0.830042,0.749177,-0.054073,0.801382,0.745056,-0.048411,0.777873,0.741075,-0.038543
H,0.709239,0.762067,1e-06,0.723739,0.684719,-0.016617,0.772345,0.634919,-0.02379,0.82413,0.631567,-0.031458,0.86251,0.624205,-0.037941,0.801925,0.604162,-0.011131,0.857683,0.587508,-0.029277,0.894443,0.581731,-0.040607,0.92618,0.577003,-0.047356,0.812664,0.655011,-0.015014,0.87556,0.629918,-0.036752,0.915414,0.616601,-0.048946,0.951769,0.605336,-0.054895,0.812969,0.711386,-0.021048,0.85581,0.698849,-0.050745,0.814317,0.704569,-0.047036,0.783459,0.707449,-0.035775,0.805603,0.766871,-0.028371,0.830609,0.745968,-0.050987,0.801227,0.743417,-0.044898,0.778043,0.74104,-0.034597
H,0.710212,0.763022,1e-06,0.723507,0.684857,-0.016557,0.7721,0.633809,-0.023466,0.8239,0.63084,-0.030809,0.86247,0.626053,-0.03697,0.80315,0.604353,-0.010809,0.858773,0.587871,-0.028663,0.895556,0.582244,-0.039567,0.927113,0.578022,-0.045911,0.814261,0.655965,-0.014463,0.877612,0.630806,-0.035762,0.917085,0.617959,-0.047398,0.952937,0.607405,-0.052735,0.814861,0.712719,-0.020295,0.855981,0.699375,-0.050065,0.814555,0.703243,-0.046765,0.783678,0.705358,-0.035577,0.807505,0.768202,-0.027322,0.830939,0.746199,-0.050048,0.800851,0.742592,-0.044161,0.777267,0.739519,-0.033885
I,0.591587,0.771827,-0.0,0.559723,0.755368,-0.02122,0.536625,0.688176,-0.032066,0.558089,0.617588,-0.041818,0.592468,0.590913,-0.048218,0.526291,0.63224,-0.010808,0.526205,0.581888,-0.031202,0.538026,0.623905,-0.044848,0.542429,0.650052,-0.051351,0.551098,0.608134,-0.007378,0.550144,0.554067,-0.031015,0.563092,0.613797,-0.040519,0.567091,0.64794,-0.040578,0.574715,0.59341,-0.007492,0.574789,0.539241,-0.025139,0.581724,0.589665,-0.025522,0.584031,0.631185,-0.019488,0.597022,0.585536,-0.00983,0.589426,0.520066,-0.016875,0.583876,0.480138,-0.018101,0.576593,0.440078,-0.0167
I,0.584306,0.7614,-0.0,0.552258,0.744509,-0.021612,0.529346,0.677074,-0.032613,0.549289,0.605609,-0.042331,0.582209,0.576145,-0.048669,0.518545,0.623329,-0.010891,0.519689,0.57176,-0.03088,0.531311,0.615227,-0.044224,0.534837,0.643436,-0.050521,0.543379,0.599652,-0.007018,0.54233,0.543306,-0.030676,0.555351,0.604108,-0.040482,0.5594,0.640129,-0.040633,0.566902,0.584662,-0.006584,0.566384,0.529674,-0.02425,0.573064,0.582162,-0.024664,0.575054,0.625682,-0.018547,0.588981,0.57663,-0.008297,0.580866,0.51243,-0.015118,0.575767,0.472044,-0.016163,0.568563,0.431375,-0.014644
I,0.58426,0.761793,-0.0,0.55167,0.744015,-0.020944,0.528501,0.676221,-0.031551,0.548516,0.605259,-0.04108,0.582275,0.577131,-0.047195,0.518259,0.622514,-0.009322,0.51857,0.57071,-0.02909,0.529798,0.613692,-0.042361,0.533702,0.641451,-0.048547,0.543411,0.599446,-0.005782,0.541891,0.543483,-0.029343,0.55404,0.603086,-0.03925,0.558161,0.638953,-0.039329,0.567197,0.584694,-0.005723,0.56646,0.529222,-0.023013,0.57233,0.579417,-0.023714,0.57433,0.622023,-0.017799,0.589383,0.576608,-0.007814,0.58128,0.512562,-0.014171,0.575556,0.471864,-0.015249,0.568256,0.431589,-0.01375
I,0.584029,0.760431,-0.0,0.551359,0.742206,-0.019644,0.528675,0.675787,-0.030181,0.548599,0.605065,-0.039966,0.581815,0.577592,-0.046555,0.517745,0.622777,-0.008377,0.517479,0.570458,-0.027994,0.52941,0.611524,-0.041451,0.534445,0.64056,-0.047708,0.542945,0.599933,-0.005645,0.540852,0.542014,-0.02922,0.553399,0.59972,-0.039611,0.558677,0.638453,-0.040008,0.566842,0.584993,-0.006252,0.565593,0.527125,-0.023466,0.571683,0.574526,-0.024915,0.574458,0.617691,-0.019586,0.589071,0.577167,-0.008882,0.580996,0.513365,-0.015131,0.575026,0.472206,-0.016545,0.567616,0.432566,-0.015456
I,0.583212,0.760649,-0.0,0.551088,0.741141,-0.020655,0.528434,0.67417,-0.031481,0.548892,0.603533,-0.041367,0.582912,0.577278,-0.047982,0.5175,0.621873,-0.009005,0.51868,0.571164,-0.02899,0.530747,0.613379,-0.042765,0.534948,0.642042,-0.049278,0.542575,0.598785,-0.005762,0.541143,0.54238,-0.029676,0.554233,0.601469,-0.040129,0.558797,0.638837,-0.040487,0.566334,0.583671,-0.005928,0.565313,0.528852,-0.023429,0.572315,0.578374,-0.024337,0.575002,0.621523,-0.018454,0.58852,0.575908,-0.008216,0.580401,0.512089,-0.014413,0.574934,0.472049,-0.015207,0.567448,0.432994,-0.013553
I,0.582991,0.760439,-0.0,0.551309,0.741056,-0.021662,0.528661,0.673835,-0.032493,0.549229,0.603697,-0.042143,0.583028,0.57752,-0.048274,0.517278,0.622738,-0.009333,0.51911,0.570453,-0.029265,0.530491,0.613768,-0.042792,0.533283,0.64137,-0.049256,0.54204,0.599087,-0.005447,0.5415,0.542236,-0.02929,0.55395,0.602287,-0.039655,0.556941,0.63664,-0.040043,0.565558,0.583826,-0.005073,0.565843,0.530334,-0.022776,0.572176,0.58173,-0.023568,0.573451,0.623742,-0.017569,0.587595,0.575367,-0.006894,0.579721,0.51165,-0.013502,0.574469,0.47183,-0.014487,0.566956,0.432166,-0.012863
I,0.582696,0.761999,-0.0,0.551387,0.742934,-0.021111,0.528375,0.673537,-0.031759,0.549484,0.602402,-0.041048,0.583968,0.57568,-0.046817,0.516717,0.62236,-0.010513,0.518688,0.571312,-0.029688,0.530041,0.614776,-0.042813,0.533091,0.641111,-0.049498,0.541663,0.598383,-0.006756,0.541211,0.542479,-0.029485,0.55365,0.60288,-0.038711,0.55743,0.637312,-0.038843,0.565337,0.583359,-0.006372,0.564883,0.527601,-0.022596,0.57085,0.577508,-0.022476,0.572675,0.619141,-0.016648,0.587413,0.575426,-0.008225,0.580161,0.511826,-0.014492,0.574757,0.471739,-0.015562,0.567355,0.431159,-0.01437
I,0.58213,0.762802,-0.0,0.550545,0.742672,-0.019986,0.528321,0.674425,-0.030474,0.548386,0.603743,-0.039855,0.581777,0.576,-0.045914,0.516705,0.622882,-0.009542,0.51803,0.571233,-0.028089,0.528829,0.613226,-0.040881,0.532223,0.639987,-0.04731,0.54171,0.599516,-0.006477,0.540407,0.542574,-0.028595,0.552164,0.60011,-0.038182,0.556452,0.635212,-0.038733,0.565598,0.584554,-0.006613,0.564571,0.527155,-0.022555,0.570222,0.573725,-0.023305,0.572412,0.614444,-0.018238,0.58784,0.576768,-0.008828,0.58037,0.512691,-0.014774,0.574928,0.471725,-0.015991,0.567774,0.431362,-0.01508
I,0.582956,0.761668,-0.0,0.550767,0.742113,-0.021452,0.528567,0.675539,-0.032455,0.548496,0.604298,-0.042378,0.582057,0.575799,-0.048907,0.517778,0.622064,-0.00895,0.519307,0.568748,-0.028776,0.530228,0.611155,-0.042335,0.534015,0.640343,-0.048589,0.54254,0.598999,-0.005096,0.542043,0.541389,-0.028659,0.553958,0.599875,-0.039136,0.558197,0.636374,-0.039571,0.565979,0.58377,-0.00475,0.565819,0.528066,-0.022103,0.571807,0.577967,-0.023337,0.573928,0.621053,-0.017663,0.587796,0.575833,-0.006584,0.580198,0.511335,-0.012827,0.575012,0.470709,-0.014015,0.568222,0.431632,-0.012558
I,0.58313,0.760396,-0.0,0.551187,0.742895,-0.021674,0.528867,0.676416,-0.032681,0.549193,0.605986,-0.042512,0.582894,0.577922,-0.049061,0.518578,0.62121,-0.00996,0.520399,0.568862,-0.029482,0.531126,0.612242,-0.042869,0.534659,0.642316,-0.049029,0.543176,0.598245,-0.005922,0.543149,0.542151,-0.02902,0.554852,0.601196,-0.039527,0.558645,0.63797,-0.040116,0.56648,0.583027,-0.005261,0.566707,0.52909,-0.022355,0.573012,0.579289,-0.023779,0.575074,0.621877,-0.018321,0.588256,0.574726,-0.006735,0.580548,0.510363,-0.012582,0.575525,0.470658,-0.01337,0.568703,0.431746,-0.011695
I,0.584939,0.763253,-0.0,0.554313,0.743338,-0.020941,0.531436,0.673985,-0.031328,0.551195,0.604106,-0.040508,0.586183,0.582239,-0.046211,0.520652,0.62752,-0.010039,0.521301,0.574117,-0.029312,0.532365,0.615544,-0.041793,0.535656,0.642044,-0.047494,0.544663,0.602926,-0.006275,0.543463,0.544829,-0.029399,0.555694,0.604139,-0.038403,0.558734,0.63891,-0.037792,0.568076,0.586376,-0.00587,0.566607,0.532133,-0.022961,0.573377,0.58159,-0.023199,0.575399,0.622168,-0.016926,0.590116,0.576779,-0.007597,0.582845,0.511593,-0.013482,0.578015,0.471706,-0.014143,0.571056,0.43285,-0.012487
I,0.584824,0.764631,-0.0,0.553982,0.744544,-0.020024,0.532172,0.67545,-0.030044,0.553544,0.605423,-0.039101,0.587989,0.580495,-0.044757,0.521705,0.625731,-0.009299,0.522767,0.572175,-0.028387,0.532918,0.616514,-0.040767,0.535303,0.643277,-0.046583,0.546227,0.60251,-0.006061,0.544751,0.545217,-0.028988,0.556509,0.60646,-0.037817,0.559686,0.640459,-0.037301,0.569621,0.58736,-0.00615,0.568506,0.53283,-0.023061,0.57469,0.5849,-0.022738,0.576387,0.627064,-0.016213,0.591472,0.578815,-0.008346,0.583876,0.51363,-0.014598,0.578798,0.473679,-0.015262,0.571584,0.434011,-0.01357
I,0.585869,0.763317,-0.0,0.554251,0.743686,-0.019488,0.532146,0.676232,-0.029644,0.553095,0.606738,-0.039097,0.586832,0.580242,-0.045425,0.522114,0.626069,-0.008667,0.522751,0.572575,-0.027948,0.533611,0.614163,-0.041142,0.537215,0.642594,-0.047378,0.546805,0.603011,-0.00577,0.545294,0.545136,-0.028742,0.557239,0.60336,-0.038964,0.56113,0.63907,-0.039581,0.570288,0.587568,-0.006087,0.569914,0.53083,-0.023081,0.576,0.581577,-0.023926,0.577661,0.625163,-0.018258,0.59212,0.57917,-0.008423,0.584582,0.514294,-0.014757,0.579251,0.473971,-0.015835,0.571846,0.434473,-0.014491
I,0.58556,0.762698,-0.0,0.55422,0.742654,-0.019675,0.532184,0.676221,-0.030098,0.553606,0.606778,-0.039743,0.58788,0.581036,-0.046168,0.522,0.625581,-0.009135,0.522985,0.573825,-0.028661,0.53375,0.615597,-0.041949,0.536797,0.641794,-0.048466,0.546671,0.601639,-0.00624,0.545624,0.546434,-0.029427,0.557853,0.60533,-0.038917,0.561605,0.639659,-0.039115,0.570141,0.585956,-0.006698,0.569778,0.530013,-0.023816,0.576169,0.580325,-0.024007,0.578039,0.623034,-0.017981,0.591875,0.577483,-0.009252,0.584448,0.513356,-0.016033,0.579157,0.473216,-0.017226,0.572075,0.433648,-0.015906
I,0.585385,0.763694,-0.0,0.553815,0.744124,-0.019211,0.531599,0.676257,-0.029157,0.553451,0.6072,-0.038221,0.588004,0.583359,-0.044134,0.522042,0.626241,-0.009643,0.523324,0.57346,-0.028068,0.534268,0.615785,-0.040548,0.537177,0.642203,-0.046785,0.546932,0.603003,-0.006756,0.545466,0.546455,-0.029136,0.558145,0.606494,-0.03826,0.562012,0.642303,-0.038356,0.570434,0.587311,-0.006965,0.56892,0.529767,-0.023194,0.575871,0.579004,-0.023431,0.5781,0.621585,-0.017794,0.592249,0.57866,-0.009177,0.584514,0.514361,-0.015317,0.579632,0.47429,-0.016447,0.572546,0.434336,-0.015406
I,0.585714,0.764062,-0.0,0.554521,0.746161,-0.021538,0.531912,0.678066,-0.032447,0.553004,0.607674,-0.042058,0.587499,0.582097,-0.048345,0.521626,0.624826,-0.011512,0.523514,0.573342,-0.030994,0.534751,0.616418,-0.044021,0.538123,0.643499,-0.050331,0.546431,0.601387,-0.00763,0.546287,0.54569,-0.030728,0.558987,0.606131,-0.040076,0.562909,0.641594,-0.040132,0.570021,0.586422,-0.007108,0.570173,0.53116,-0.024201,0.57697,0.582091,-0.024632,0.578803,0.624683,-0.018817,0.592066,0.578899,-0.008763,0.584853,0.514145,-0.015308,0.579994,0.47446,-0.01648,0.572939,0.434597,-0.015251
I,0.586112,0.763198,-0.0,0.554811,0.74612,-0.021465,0.53177,0.678037,-0.03218,0.553166,0.607748,-0.041756,0.587585,0.582397,-0.047896,0.521777,0.624882,-0.010604,0.523049,0.573418,-0.030806,0.534481,0.616962,-0.044082,0.537867,0.64403,-0.050296,0.546478,0.601399,-0.006807,0.546382,0.546223,-0.030912,0.558674,0.60731,-0.040557,0.561866,0.642398,-0.040462,0.569906,0.586365,-0.006523,0.570868,0.533084,-0.024709,0.576761,0.586662,-0.025097,0.577608,0.63026,-0.01876,0.591892,0.577974,-0.008415,0.584657,0.513575,-0.015498,0.579663,0.473846,-0.016618,0.572621,0.43384,-0.01505
I,0.586175,0.762008,-0.0,0.555148,0.744639,-0.020326,0.532478,0.677585,-0.030934,0.553286,0.607695,-0.040613,0.586941,0.581892,-0.047134,0.522724,0.624686,-0.01058,0.523467,0.57214,-0.030064,0.534409,0.61526,-0.043085,0.537945,0.643969,-0.04928,0.547349,0.6013,-0.00743,0.546361,0.545366,-0.030562,0.558562,0.604911,-0.040139,0.562746,0.641049,-0.040339,0.570801,0.586353,-0.00756,0.570868,0.531255,-0.024746,0.576776,0.582668,-0.025325,0.578108,0.626347,-0.019557,0.592556,0.578452,-0.009776,0.584933,0.513904,-0.016496,0.579463,0.473524,-0.017739,0.57206,0.433611,-0.016521
I,0.586225,0.761857,-0.0,0.554934,0.744497,-0.020014,0.532212,0.677401,-0.03056,0.55313,0.608085,-0.040118,0.586779,0.581693,-0.046487,0.522303,0.622842,-0.010449,0.52323,0.572232,-0.0296,0.534389,0.614748,-0.042447,0.538454,0.642034,-0.048672,0.547022,0.600021,-0.007428,0.546239,0.544009,-0.030269,0.558144,0.603579,-0.039563,0.562473,0.639799,-0.039643,0.570547,0.585768,-0.007652,0.570698,0.530194,-0.024493,0.576125,0.580808,-0.024927,0.577549,0.623808,-0.019217,0.592423,0.57849,-0.009943,0.585196,0.514334,-0.016591,0.579836,0.473814,-0.017864,0.572733,0.433527,-0.016726
I,0.585593,0.761846,-0.0,0.55411,0.742615,-0.020066,0.532156,0.676685,-0.030945,0.552708,0.607384,-0.041121,0.585634,0.580428,-0.048192,0.52318,0.623369,-0.009383,0.52281,0.5714,-0.029629,0.533493,0.613466,-0.043233,0.537736,0.642216,-0.049574,0.547974,0.601177,-0.006646,0.546034,0.544247,-0.03078,0.557431,0.602676,-0.041075,0.561893,0.639211,-0.041489,0.571488,0.587432,-0.007319,0.571471,0.532078,-0.025419,0.576266,0.584171,-0.026328,0.57756,0.629235,-0.020434,0.593339,0.58045,-0.010087,0.585888,0.515966,-0.017372,0.580283,0.47437,-0.018954,0.573201,0.434155,-0.017812
I,0.585533,0.761641,-0.0,0.554646,0.742526,-0.020922,0.532588,0.674459,-0.031902,0.553304,0.604096,-0.041821,0.586961,0.579904,-0.048345,0.521856,0.621899,-0.010018,0.522866,0.570537,-0.030139,0.533762,0.61319,-0.043471,0.537864,0.639972,-0.049772,0.546991,0.599766,-0.006755,0.546339,0.543283,-0.030924,0.557424,0.602795,-0.040529,0.561507,0.638695,-0.040338,0.570757,0.586073,-0.007013,0.570926,0.529643,-0.024791,0.575857,0.578701,-0.025431,0.577405,0.621111,-0.01949,0.592782,0.579367,-0.009441,0.58566,0.515044,-0.016388,0.579878,0.473679,-0.017938,0.572783,0.433353,-0.016826
I,0.585846,0.761588,-0.0,0.554462,0.742653,-0.019844,0.532662,0.675469,-0.03053,0.553414,0.605801,-0.040292,0.587032,0.579764,-0.046908,0.522058,0.621693,-0.009498,0.522495,0.570693,-0.028532,0.533481,0.612678,-0.041665,0.537973,0.640703,-0.048145,0.546942,0.599772,-0.006683,0.545797,0.543481,-0.029353,0.556882,0.600972,-0.039077,0.561553,0.637431,-0.039544,0.570656,0.586118,-0.007141,0.570635,0.529203,-0.023616,0.575319,0.575593,-0.024596,0.576998,0.616807,-0.019535,0.592773,0.57928,-0.009677,0.585668,0.515494,-0.016136,0.580222,0.474277,-0.017597,0.573367,0.433962,-0.016759
I,0.585718,0.760437,-0.0,0.554781,0.742961,-0.020484,0.532893,0.675268,-0.031394,0.553682,0.605303,-0.041185,0.587489,0.578862,-0.047694,0.521503,0.621609,-0.010896,0.522344,0.571342,-0.030197,0.533554,0.613995,-0.042978,0.537996,0.640371,-0.049168,0.546383,0.599208,-0.007738,0.545802,0.542993,-0.030858,0.557274,0.601996,-0.040098,0.56179,0.637778,-0.040051,0.570211,0.585114,-0.007861,0.569939,0.52823,-0.024756,0.575202,0.575546,-0.025348,0.576989,0.615919,-0.019859,0.592338,0.577858,-0.010063,0.585556,0.514081,-0.016576,0.580407,0.473992,-0.017789,0.573481,0.43371,-0.016688
I,0.586609,0.76276,-0.0,0.556073,0.743815,-0.021254,0.533683,0.674165,-0.03198,0.553912,0.602936,-0.041354,0.587472,0.575628,-0.047274,0.522411,0.623339,-0.011181,0.52452,0.572209,-0.030681,0.535872,0.616298,-0.04376,0.539131,0.642682,-0.050175,0.547519,0.601078,-0.00736,0.547101,0.545452,-0.030785,0.559088,0.607108,-0.040197,0.562758,0.642483,-0.040213,0.571199,0.586617,-0.006873,0.571179,0.530673,-0.024026,0.57703,0.583052,-0.024077,0.578717,0.626851,-0.017985,0.593092,0.578835,-0.008536,0.585613,0.514835,-0.014972,0.580253,0.474975,-0.01594,0.573098,0.435124,-0.014552
I,0.586299,0.761286,-0.0,0.556346,0.741403,-0.022249,0.534847,0.674419,-0.033707,0.554686,0.604113,-0.043776,0.58753,0.576585,-0.050082,0.521902,0.619647,-0.010812,0.524589,0.568287,-0.031575,0.535652,0.612516,-0.045162,0.538897,0.639648,-0.051395,0.547176,0.597928,-0.006778,0.547792,0.543248,-0.031336,0.559295,0.604,-0.041093,0.562279,0.638147,-0.040864,0.570951,0.584675,-0.006383,0.572288,0.532041,-0.024816,0.577766,0.583751,-0.025294,0.578785,0.625898,-0.018879,0.592976,0.578393,-0.008196,0.585843,0.514625,-0.015279,0.580467,0.474231,-0.016427,0.573388,0.434456,-0.014724
I,0.586673,0.761145,-0.0,0.556711,0.743768,-0.021512,0.534435,0.674314,-0.032134,0.55522,0.60301,-0.041227,0.588823,0.575767,-0.046617,0.521724,0.621658,-0.011293,0.524436,0.569088,-0.030643,0.535717,0.613271,-0.043172,0.538464,0.638793,-0.049232,0.546861,0.599247,-0.007275,0.547437,0.543402,-0.03063,0.558787,0.604973,-0.039516,0.561179,0.638071,-0.039124,0.570381,0.585338,-0.006679,0.571603,0.532702,-0.023955,0.576596,0.584845,-0.02401,0.577039,0.626198,-0.017891,0.592214,0.577853,-0.008219,0.585631,0.514507,-0.015094,0.580561,0.474263,-0.016405,0.57327,0.433335,-0.015173
I,0.58625,0.760137,-0.0,0.554711,0.740929,-0.019216,0.533087,0.674544,-0.029765,0.554433,0.605488,-0.039582,0.588671,0.579311,-0.046321,0.522814,0.621943,-0.009213,0.523042,0.570056,-0.028282,0.533447,0.611531,-0.041103,0.537592,0.638651,-0.047219,0.547749,0.599854,-0.006807,0.546318,0.542357,-0.029855,0.55731,0.599695,-0.039556,0.562142,0.636495,-0.03971,0.571554,0.585959,-0.007611,0.571154,0.528974,-0.024418,0.575841,0.576432,-0.025462,0.577613,0.618501,-0.020094,0.593609,0.579157,-0.010421,0.58647,0.515028,-0.016851,0.580719,0.473952,-0.018277,0.573686,0.434286,-0.017245
I,0.586601,0.759261,-0.0,0.556071,0.741036,-0.021263,0.534153,0.673666,-0.032244,0.554322,0.603061,-0.04213,0.587959,0.576481,-0.048761,0.52374,0.622945,-0.010755,0.524901,0.570261,-0.030674,0.535909,0.613353,-0.043841,0.539856,0.641953,-0.049913,0.548197,0.599797,-0.006987,0.547484,0.543304,-0.030867,0.559203,0.603703,-0.040577,0.563494,0.640435,-0.040442,0.571383,0.58472,-0.006619,0.571391,0.530126,-0.024417,0.576866,0.582099,-0.025104,0.578392,0.625994,-0.019023,0.592868,0.576686,-0.008361,0.585644,0.512901,-0.015029,0.580445,0.473498,-0.01615,0.5734,0.434893,-0.014672
I,0.586627,0.757932,-0.0,0.555872,0.739937,-0.020663,0.534966,0.672494,-0.031419,0.555401,0.603066,-0.041063,0.588409,0.577895,-0.047449,0.523095,0.621499,-0.010007,0.524414,0.569994,-0.029272,0.535124,0.611669,-0.042133,0.538897,0.638433,-0.048219,0.547871,0.599169,-0.006659,0.546577,0.541881,-0.029992,0.557767,0.60017,-0.039724,0.562112,0.635847,-0.039761,0.571364,0.584748,-0.006636,0.570919,0.528608,-0.02394,0.576019,0.576073,-0.025143,0.577835,0.616852,-0.019701,0.593208,0.576957,-0.008649,0.586028,0.513487,-0.015065,0.580586,0.47351,-0.016371,0.573558,0.434198,-0.015208
I,0.586378,0.760433,-0.0,0.555362,0.740565,-0.020065,0.534116,0.671357,-0.030374,0.555059,0.601644,-0.039562,0.588422,0.577083,-0.045484,0.523192,0.622823,-0.009738,0.524389,0.570158,-0.029093,0.535043,0.61196,-0.042263,0.538475,0.639012,-0.048737,0.548174,0.600662,-0.006583,0.546399,0.542105,-0.030183,0.557682,0.601816,-0.040023,0.561675,0.638474,-0.040151,0.571545,0.586125,-0.006715,0.570273,0.528861,-0.023736,0.575303,0.57664,-0.024707,0.577191,0.618326,-0.019304,0.593315,0.578194,-0.008895,0.586356,0.514205,-0.015418,0.581006,0.47372,-0.017008,0.573951,0.434083,-0.016183
I,0.586409,0.759975,-0.0,0.555867,0.739389,-0.020643,0.53477,0.671677,-0.031467,0.555315,0.602912,-0.041268,0.588528,0.57772,-0.047789,0.523017,0.621521,-0.009691,0.524391,0.569568,-0.02966,0.535163,0.611399,-0.043316,0.538894,0.639419,-0.049844,0.547889,0.599613,-0.006458,0.546714,0.541179,-0.03023,0.557943,0.599919,-0.040641,0.561818,0.63634,-0.041169,0.571383,0.585564,-0.006598,0.571039,0.528376,-0.023967,0.576225,0.575881,-0.025355,0.577996,0.617629,-0.020083,0.593313,0.578656,-0.008833,0.586335,0.513981,-0.015293,0.580966,0.473388,-0.016771,0.574022,0.434349,-0.015775
I,0.586545,0.760229,-0.0,0.556291,0.739532,-0.021157,0.534833,0.67123,-0.031954,0.55555,0.60162,-0.04167,0.589075,0.575907,-0.048049,0.52292,0.623127,-0.009981,0.524768,0.570492,-0.029854,0.536144,0.61223,-0.043288,0.539532,0.639668,-0.04976,0.547646,0.5998,-0.00636,0.547008,0.542396,-0.030194,0.558969,0.601869,-0.040225,0.562672,0.637207,-0.040479,0.571066,0.584505,-0.006202,0.571067,0.529777,-0.023862,0.57648,0.580163,-0.024854,0.577736,0.622647,-0.019153,0.592746,0.57624,-0.008194,0.586067,0.512131,-0.014968,0.581052,0.472514,-0.016414,0.573942,0.433945,-0.015277
I,0.586889,0.759287,-0.0,0.555945,0.73886,-0.021191,0.534864,0.670102,-0.031982,0.55572,0.599504,-0.041659,0.589193,0.574875,-0.047837,0.523203,0.622231,-0.009305,0.524373,0.567096,-0.029319,0.535401,0.610097,-0.042542,0.538751,0.638596,-0.048619,0.548268,0.600219,-0.005736,0.547285,0.540323,-0.030217,0.5588,0.600606,-0.040417,0.562455,0.637522,-0.040307,0.571843,0.585624,-0.005693,0.571307,0.528536,-0.023612,0.576571,0.576599,-0.024996,0.57805,0.617986,-0.019347,0.593685,0.577457,-0.007769,0.58632,0.51377,-0.014136,0.581092,0.473657,-0.015529,0.574101,0.434753,-0.014334
